TEXT,label
p瘾犯了属于是,1
她是畜生，你也有点废物,1
关我屁事,1
号已经养好，开始钓鱼,1
操了就分，让她男闺蜜接盘,1
跟你观点不一致就是汉奸了是吧？那你是什么？黄色俄罗斯吗？,1
那你不纯纯小丑吗？,1
就喜欢看她气急败坏的样子她越气我就越开心怎么办,1
四川龟男名不虚传,1
那是你能随便看的？小心告你视奸,1
老东西还水？,1
成事不足败事有余，这种蠢人,1
被操的时候，她就不会这么说。,1
谁跟你讲的？古代的官吗？,1
太瘦了不好看,1
看见路上有条狗在吃屎你就也得上去吃才不算双标？女的这么干纯脑瘫男的也一样为啥不能骂？圭南的话另算,1
支持把已经生出来的寄生虫杀了,1
中专的素质哥发现一条内裤就扔垃圾桶，大叫别人没素质虽然我没有用过洗衣房里的洗衣机但这种dinner也可以当乐子看捏,1
看着她努力的解释和低能的表情包我笑了,1
他能来厕所吃屎，甚至给大家品屎了，你还能怎么办？,1
这是之前约她出来吃饭，然后鼠鼠就约她到小公园表白，结果就成小丑小丑了，后面还说一顿安慰的话，说鼠鼠很好之类的，但是现在感觉以朋友相处更舒服,1
孙吧也只能看这些了，一群单身汪，渴女又厌女，只能口嗨了,1
线上都叫孙哥 线下不得叫爹,1
出事就好死,1
庇荫犯了属于是，搁这玩尬的,1
厕所还看不起没你臭的屎是吧,1
完了真成小丑了,1
我看不出这图有着色情檫边，洛丽塔又不是和兔女郎服饰一样，还是说你像楼上说的一样，经常在颜色网站看到洛丽塔？,1
不进去那确实逆天,1
这b特效越看越唐，不知道还以为是谁家脑瘫跑出来了,1
这都要吵，吃太多了,1
真是公园里贷款 欠草了,1
xxn,1
楼主我给你看个小丑,1
楼主群里人，一眼丁真，假的,1
一群绑个打火机都能当凝固汽油弹玩意，咋就那么爱带入自己,1
确实，战场上还指望她们当沙袋呢不如桃花仙二代的东西,1
运动场、战场上的女人那叫顶半边天，在一个酷似猪窝且只有2平米范围能站脚的出租屋里刷着dy逛着小红书拍个视频说**，兜里掏不出79块钱160斤底子好微胖的xxn那叫顶半扇柜物。,1
逆戈顶xxn一整天,1
xxn顶斤五花肉还差不多,1
第一次赶上热乎直播贴，希望不要当小丑,1
没有父爱的人是这样的,1
讨口子说得清新脱俗,1
多睡几次吧,1
你爹喊你有啥问题。,1
不分还没测过,1
越年轻恶性程度越高,1
长得那个逼样，还幻想有尹志平,1
TM的吧友，搞这么抽象干什么,1
老师学校其实也不想，但是当大家都开始卷的风气起来，学校就没办法了。根本停不下来。只能加入。卷起来学生苦3年，大家都卷，我学校自己就不卷，这等于直接害了学生一辈子了。谁也没办法。 我只能说衡水赶紧撕一撕,1
xxn真可恶，还好我会催眠,1
看见路上有条狗在吃屎你就也得上去吃才不算双标？女的这么干春闹谭男的也一样为啥不能骂？龟男的话另算,1
昨天鼠鼠在校园漫步，发现一个特高冷的小妈类型美女，然后突发奇想，想试试如果纯当沸羊羊需要多久能和一个高冷女神在一起，刚好最近搞副业比较富裕，有经费去给大伙做实验,1
什么新时代dinner,1
@uzi 糖狗听到没有,1
讲真的，你这by是真的坏啊居然干过这么多坏事,1
接盘就好好接，想些有的没的,1
当时欧洲的犹太人，就相当于现在横行华夏的**,1
那对男女可不是像对猴子一样不知道在瞎叫什么,1
分了t我，这些xxn都是被你们这些龟男惯出来 别祸害同胞啊,1
没事，下辈子你去做世子,1
tmd啥都不吃，饿死算了,1
也就老登能这么闲得但疼吧,1
错误的，长城一塌网上梗小鬼就会更多，没脑子被带节奏的老米白军就来咯,1
尊nm嘟nm呢，不会说话就吧嘴封起来,1
脑谈,1
你这种人平常没什么朋友吧，情商低下的玩意儿,1
低能，自己谈过四个，别人之前有对象又怎么样,1
能不能别吹犹太人了？还控制他国经济命脉？你是有多看不起德国的贵族资本家？,1
有对象就还是算了吧，多少有点膈应,1
逆天朋友圈,1
天天搬垃圾视频,1
崩不住了，什么时候杀人都要攀比了，xxn那脑仁真的连幻想都幻想不出什么好内容,1
？现充能不能滚出孙吧,1
后庭已经开了,1
xxn精神大胜利,1
她是cs，你也有点废物,1
这弱智?,1
反正对待极端母狗的极端言论，直接魔法对轰就完事了，要么大家都理性，要么大家都魔怔，惯着发癫母狗？不存在的,1
奶奶滴，楼主快爆照,1
你简直低能到难以形容,1
你就是不尊重人家啊，没事瞎看啥啊，管好你的眼珠子行不只要长得丑点就得被人指指点点被人恶心被人指责吗？人家至少还有男朋友爱，你呢，小孤独,1
这个是真难绷本来以为不是男女朋友，直到看见坦克从男朋友碗里夹菜才确定这个事,1
你确实没有审美。下巴的美颜像个鞋拔子一样,1
不说话的时候像头猪，说话的时候像头猪说话了,1
如题，鼠鼠已经做好小丑觉悟了,1
能不能给xxn搞个“高超滋补店”养一养他们比我干三遍农活还黑的逼,1
嘴巴跟阴道都只会喷，只有让它喷出来才会爽,1
他妈说他被骗了不听，结果他妈不让他发给教导主任，他发到了网上，什么弱智，活该被骗，反倒是让他妈买单,1
什么恶魔波刚,1
我都没敢看给你发鸡毛,1
好想和母老鼠谈恋爱,1
老东西破防了,1
楼主给你看个小丑,1
她是cs，你也有点fv,1
同应该全部去死，还是图少了,1
你觉得这种情况她都能发癫到这b样，以后结婚了 父母老了需要照顾的时候咋办？ 爹妈要是想你了来看看你咋办？ 甩着几个b脸给谁看？ 就这态度对父母？,1
她就装个样子，看给你们吓得,1
寻x滋事，扰乱xx治安，带走,1
开庭≠开庭,1
吃你食物没给钱还是咋滴,1
快进到？,1
你玩孙吧不是臭**？,1
楼主，我找到个小丑，打开前置摄像头就能看到啦,1
我用女头≠我是xxn,1
处理结果呢？屎都搬不明白？,1
无脑喷口嗨党还是很多的,1
这种恶心的男的没脑子的乱叫，姐妹们避雷贴吧,1
听我的别当舔狗好吗,1
飞天上智障,1
先给我磕一个,1
逆天！！！,1
快去死吧,1
这不是一次性筷子的包装？什么dinner,1
《求求你了》，我在想那些舔她的男性看到她这一面是什么想法,1
阳颜丁真，鉴定为：彼阳的畜生,1
xxn什么意思？,1
就是看她长在我的审美上面了，我才让她给我发10块钱，长得丑的我吊都不吊，然后下面我放截图吧,1
BYD审核算我引流,1
快进一下小丑,1
不是小丑给我死一死,1
有什么问题，难道你想让楼主一辈子连批都没有体验过？,1
不叫爸爸叫供精那你为何不称你的母亲供卵者？是因为没有吗,1
好人活该拿枪指着,1
哥们在这么恶臭的孙吧发吗 建议换个好点的吧,1
一眼仙女挑起分化对立，这种不带任何逻辑只为了宣泄情绪是仙女的固定技能,1
byd文案都抄的前几年考研用过的,1
给他两巴掌看他拍发不发癫,1
所以网约车不拉母人是正确的,1
问问多少钱一晚,1
恶心玩意,1
逆天,1
你是个鸡巴非得接你电话？你没你mia话说了，mia上来就你b话最多，给你点回复真给你mia那p脸装上了，都说小头控制大头，我现在怀疑你mia大头是下面那个,1
上来就隐私照，这逼养的玩闪电战是吧,1
你是个鸡巴非得接你电话？你没你妈的话说了，妈的上来就你b话最多，给你点回复真给你妈的那p脸装上了，都说小头控制大头，我现在怀疑你妈的大头是下面那个,1
贴吧就毁在你这种人手上，你的担当呢？绿牌都不怕，你怕什么啊,1
讲真的，你这逼痒是真的坏啊居然干过这么多坏事,1
你是个击捌非得接你电话？你没你妈的话说了，妈的上来就你b话最多，给你点回复真给你妈的那p脸装上了，都说小头控制大头，我现在怀疑你妈的大头是下面那个,1
傻狗，我喜欢男的，你叫牛魔呢,1
tmd啥都不吃，饿似算了,1
也就老登能这么闲得蛋疼吧,1
你是个击捌非得接你电话？你没你mia话说了，mia上来就你b话最多，给你点回复真给你mia那p脸装上了，都说小头控制大头，我现在怀疑你mia大头是下面那个,1
沙沟，我喜欢男的，你叫牛魔呢,1
真的逗，你知道淹没整个日本的海啸要多高吗，没学过地理是吧,1
把水印去了，给这图丢人了,1
跪族篮孩,1
我血压要上来了，所有多按的都该死,1
我超，破防了,1
上来就隐私照，这b痒的玩闪电战是吧,1
分了t我，这些xxn都是被你们这些龟萳惯出来 别祸害同胞啊,1
上来就隐私照，这b养的玩闪电战是吧,1
傻卵好死好死,1
还安慰呢，我要是他老爹给他两巴掌直接让他滚出家门了,1
小丑预定小丑,1
有时间发nt视频，没时间来红魔馆复诊是吧 每日高强度上网冲浪搬屎，喜欢的点点关注😇此外，左上角和右下角的图片是用来遮水印的，贴吧不遮水印视频过不了审,1
打胶给她吃,1
没见过被迫害妄想症会发视频的，她不怕别人看视频找她？纯纯的作秀罢了,1
你老姑背着你用一次性筷子，离了吧xxn,1
**，上个互联网给你牛逼坏了,1
上来就是死人是吧,1
龟♂必死 废物重开吧,1
偷外卖的都是什么减重,1
这勾始图怎么还没被禁？,1
我看你这不是吐真言，完全就是被说急了无脑喷奋,1
一眼dinner,1
你别魔怔了哥,1
飞舞，好歹也kiss吧,1
装睡的人怎么会被叫醒呢，除非把他打疼了,1
你到底是在谈对象，还是在养个80岁的老母亲啊？你到底分不分，不分我si给你看，养女儿我受不了也得上去两巴掌,1
他们脑子的智商要是这么聪明，就不会选择成为那种蠢人了,1
那我真是笑了，你和小仙女有什么区别，看见几个学校就说教育落后，怕是个连大学都没考上的混子鼠哦,1
你个初生，小狗狗这么可爱，你居然这么做,1
給她一鍋鏟反而要給她賠償就不值了,1
前面？稻妻开始原神主线剧情就开始爆炸式崩溃了。稻妻剧情观感一坨，紧赶慢赶节奏很烂，须弥有个散就是最大的败笔，说夸张点一个散干掉了整个须弥主线，枫丹更是恶心，赛博坐牢，凡高大者我无不蔑视太高大者我不敢蔑视等等，比起使还是老套剧情要显得正常些,1
像糖妞≠会做题,1
不如去玩原，这样别人只觉得是原神导致的，而不是你本身就这样,1
可以可以  比吧里其它嘴硬的小丑态度好多了,1
突然就这么痛快离了？怕不是有请下一位受害者？,1
看见路上有条狗再吃史你就也得上去吃才不算双标？女的这么干春闹谭男的也一样为啥不能骂？圭南的话另算,1
难绷，这能告赢啊？,1
你才是虾头南。我要日逼就去嫖,1
之前外国有个富二代几十年就花光了20亿美金。如果堵狗的话更快，多少钱都不够。,1
去会所想三百一夜卖出去都没织男要   懂了么,1
分不分先不说，你以后能不能不要这么恶心！还发出来让这么多吧友想吐！什么都报备，还各种对不起我错了,1
深圳人民医院附近是吧 马上真实你,1
爸爸那边的亲戚 我家之前家里困难的时候 哪怕是一起生活了好多年的爸爸的亲姐姐（自建房上下层） 都过年在我家门口讨债她家那个女儿嫁了个有钱的老公还嘲讽我家 小时候每次那个女的回来我妈还给她包饺子吃 当喂舔狗了,1
对的，素质差可以毁掉一切优点，除非你只是单纯的想来一炮，不过我觉得也嫌脏,1
湖北佬是不是槟榔嚼多了导致脑子跟着一块纤维化了,1
以后都先收钱再做，防止这种xxn出现,1
xxn的觉醒日常,1
废物，天天网上骂人，现实中遇到了又不敢当面开骂,1
当然，我这是为从人类繁衍的角度想，现实中谁会看这种dinner,1
捏麻麻的吓老子一跳问我有没有男朋友，这才意识到因为哥们qq资料填的女的，估计是哪个男的瘙痒难耐了想找对象，找我头上来了,1
屌毛，一看就知道不是从农村来的，你知道从农村来的孩子长大是什么样子吗？农村女孩见过吗？他们小时候父母是没人爱的，我们这个地方算是比较偏远的村庄，如果是女生的话，那就比较悲惨，嫁人，生孩子，做家务就这样。很少有出人头地的，而且嫁的往往都是那些精神小伙。,1
叮咚叮咚，大舔狗大舔狗叫叫叫,1
孙吧这种粪坑的经验不要也罢，等级越高人越敌能,1
跟我家一样，妈妈这边好，爸爸那边全是势力眼，好了就天天串门又是买东西又是来给你做饭吃饭，关系好得不得了，一旦出了什么事了，全润了,1
这种不是纯弱智？,1
肯定要看啊，不可能找一个恶魔波刚吧,1
要我已经离婚了 孩子就是送给她最好的礼物 我爹想咋叫咋叫 她一个外人管什么闲事呢,1
孙吧这种粪坑的经验不要也罢，等级越高人越低能,1
虽然我歧视这种纹身的人，但是这明显是吃饭的视频，关注点不应该在他上面，要骂也应该是在其他擦边或者以此为炫耀的视频里骂。我只能说第一个发这句话的多半是哗众取宠的小丑，剩下的都是跟风的莎阮。,1
这xxn真ex,1
**一个，喝了几瓶尿不知道自己是谁了,1
牛逼，这女的是什么魅魔给你迷得神魂颠倒,1
这些募勾拍自己就化妆滤镜美颜拉满，拍别人就很随便，真他妈,1
这饭都给人吃傻了，差评,1
骂得好，你顺便连那个男的也一起骂,1
捏麻麻的吓老子一跳问我有没有男朋友，这才意识到因为哥们qq资料填的女的，估计是哪个男的骚痒难耐了想找对象，找我头上来了,1
小屁孩事还挺多,1
啊对对对，我好怕怕啊，搞得好像幻想是女人的专利一样，她能写女人杀男人的情节，难道我就不会写男人奴役女人把女人当作财产的情节吗？都是在yy怎么就她拽的跟二五八万似的？跟个小p孩似的,1
今天在跟朋友皮，然后我朋友追我，我躲开了，然后我说了一句我是山里灵活的狗，然后一个逆天原批，连忙跑了过来，上来就问我，你六命了吗，我直接就傻了，什么六命，但是本鼠鼠很快就反应过来，这是一个逆天原批,1
大傻春你要干什么！,1
怕不是自己没有生育能力，见人要孩子眼红,1
怕吧友不懂英文，快谢谢京爷️,1
看见路上有条狗再吃屎你就也得上去吃才不算双标？女的这么干纯脑瘫男的也一样为啥不能骂？龟男的话另算,1
他很好的赞美了，这种放大街上还是最丑的几个，看着一副土龙鸣相,1
你也是个逆天,1
吧三观正正的只是一部分人罢了，每个地方都会有正常人，也都会有傻逼,1
可以的，楼主还是有脑子谈恋爱的，在孙吧太多小丑了,1
不要搬屎,1
现身说法了属于是,1
你才是虾头南。我要日笔就去嫖,1
看见路上有条狗在吃史你就也得上去吃才不算双标？女的这么干纯脑瘫男的也一样为啥不能骂？圭南的话另算,1
哥们知道那边是粪堆都不去凑，你倒好，非得把屎搬过来恶心大伙儿。,1
觉醒觉多了,1
吧主因为别人发滑稽气跳楼死了，所以不准发,1
老东西先顶着，绿牌蓝牌先润,1
没啊，过节还要挨批是吧，过节就回家看家人，从不和什么亲戚聊天，平时放假上班太累了就不回去,1
一眼小丑，开更请踢我,1
是很冲，我离老头最近，主任应该担心我，对老头说好好讲话。老头说你少管屁事，真觉得自己多牛批哈。,1
当世界上女的的不生或者没几个女的了将会被圈养起来当生育机器,1
无法评价，正如我当初所说的，我正在干坏事你们一群人在旁边明知道我在干坏事，只用嘴巴骂我指责我有卵用？难道你们骂我指责我就不干了？没一个人敢上来对我动手只会让我笑你们是懦夫更加肆无忌惮的狠狠排,1
听见这个女的声音我就烦 光想给她俩大比兜,1
真特么是个废物,1
捏麻麻的吓老子一跳问我有没有男朋友，这才意识到因为哥们qq资料填的女的，估计是哪个楠的骚痒难耐了想找对象，找我头上来了,1
就应该狠狠的灌注！隔着屏幕我都感到愤怒！你要各种玩具一样上，最后拔套灌注！,1
恶搞这几位问题不大，本身都是小丑。,1
这些母狗拍自己就化妆滤镜美颜拉满，拍别人就很随便，真他妈,1
真废物不会爆中专仔的金币吗,1
这种不是纯rz？,1
你个畜生，小狗狗这么可爱，你居然这么做,1
从小没爹的cs说话是这样的,1
捏麻麻的吓老子一跳问我有没有男朋友，这才意识到因为哥们qq资料填的女的，估计是哪个楠的瘙痒难耐了想找对象，找我头上来了,1
建议锁死，不替他人考虑的畜生就不要放出不来了，楼主你加油,1
不出来帮乘务员说两句吗？你也是乘客xxn又不能把你怎么样,1
你不也是逆天,1
这个真逆天到家了，男的一边给它弹吉他一边还要被它敲，地下还有一帮闹滩xxn拍手叫好,1
这确实脑子不行，谁tm刚接触一直打电话的,1
龟男必死 废物重开吧,1
好嘛，原来是个生化母体,1
这个真逆天到家了，男的一边给它弹吉他一边还要被它敲，地下还有一帮脑瘫xxn拍手叫好,1
怎么哪都有你joke,1
我看你要是被骂了也挺活该的，男的做错啥了，学个互联网用语就呼你爹脸上，该去哪舔xxn你赶紧舔去，别人谈恋爱碍着你了,1
想起了以前吃过的一家，菜就估计塑料杯那么多，还难吃得一批，什么味都没有，给个差评还逼逼赖赖，结果一个月店就关掉了，这种东西，你跟他说走着瞧就行了，开不下去亏的是他,1
真fw不会爆中专仔的金币吗,1
byd发我这层楼什么意思,1
批瘾犯了，着急了,1
你自己跳吧，别出来当答辩了,1
这是男的，你要知道男人情绪比女人稳定的多,1
龟♂必死 飞舞重开吧,1
楼主你自己去裸贷吧,1
跟傻子一样,1
我可去你们的吧 你们几个 在这里 辱 ? 辱什么 羞先人啊 那些蜥蜴负能量 把 把你们洗 ! 洗坏了 完了 辱了 日,1
老东西表情包一套一套的,1
不愧是花科✌，真是文采斐然,1
阐述事实变成责怪了太唐了8⃣友们,1
飞机打上天，给你带来了什么启示？,1
该死！拉出去枪毙没有误杀,1
还发这种无聊的玩意，纯ylg,1
圆不回来了，越说越小丑,1
读了几年书啊就学了这么一个词,1
蔡徐坤也是一堆这种小学生粉丝,1
卧槽，居然是xxn!,1
你问她你没爹？,1
早就脱了她们的衣服，轮奸她们,1
楼主没用的东西不知道攻击回去,1
你老婆是不是没叠,1
楼主是猪逼吗？,1
大奋搬运工是吧,1
一是你没弄爽她，她看不起你，第二，你像个沙沟，把她变成炮友不好吗，还负责  笑死我了,1
xxn又开始以偏概全了，呢我还说我见过女的要给人当肉便器的。天天在这yy挑起性别对立。有这法典的时间不如抠抠自己,1
多亏了那些ylg，从逗阴小红书带群真若至过来,1
这个脑子没蛋大的家伙，不会连感人贴都要鉴定吧,1
小丑？丑皇！,1
可能它一个无牵无挂的孤身寡人体会不到人间的人情世故是这样的吧，它从小一个人长大导致的,1
这种建议所有人联合起来给他一顿好打，再把他所有东西卷铺盖里一股脑扔寝室门外面贱人就是要打，不打不行,1
你干脆给你老婆当挣钱的牛马算了，记得骗完你父母财产，上供给你老婆后，和父母断绝关系哟。,1
江西你妈呢，看不到IP是广东 ？   一看就是潮汕的,1
有技术的，顺便问下洋妹妹味道大吗,1
211都有弱智，一本有很正常,1
结果还是低估了虎式坦克的急行军速度，等鼠鼠到了餐盘回收处，发现其与男友已在此处等候,1
？初中就来当鼠鼠？叉出去,1
这就是一眼丁真！,1
楼主，鸡鸡没了,1
给她点父爱看还发不发癫,1
是很冲，我离老头最近，主任应该担心我，对老头说好好讲话。老头说你少管屁事，真觉得自己多流批哈。,1
没钱那还留nm的学啊,1
跟风玩抽象烂梗,1
有墙都一堆被远程驯化的了，没墙还得了，可能你会说我意志坚定，能明辨是非，但是那些小屁孩和xxn巨婴可不这么想，真没了早晚落得老大哥的下场,1
学了个词就迫不及待的展示是吧,1
这种女的到底图个啥？,1
抑郁还不赶紧分，哪天把你啥了,1
化淡妆其实还可以。浓妆真的ex,1
怎么大小脸？侧睡多了？眉毛不对称，尾部很淡，建议学学修眉。把第二张图删了，我看了有一点想抽你。,1
现在社会真的开放了呀，傻逼都开始立贞洁牌坊了,1
不会网上搜？,1
雌国是这样的,1
它哪有这个胆子，铁废物,1
哥们建议你现在速速去转发原神抽奖，这样子大家就会以为你是因为玩原神才变成这样而不是天生就这么弱智,1
我都没敢看给你发集贸,1
平常啥事不见他出来，一有机会就跑出来哗众取宠,1
感觉你也是太上头了，谈过十几段的人了，这种女生按理说就是和她各玩各的，各取所需而已，她这种也不值得你去搞纯爱。而且也没有多纯爱，只是对她的占有欲过剩了。这种女生还是玩玩的就好，不配你花这么多精力的,1
不是一家人 不进一家门，这两个傻逼凑一对刚刚好,1
抽芙蓉王≠源p,1
批饮犯了，着急了,1
服从性测试罢了，你比她态度更强硬就行，不然就会越来越舔，你一开始不把姿态放高，女的就会一直拿捏你,1
江西尼玛呢，看不到IP是广东 ？   一看就是潮汕的,1
给透就跑,1
楼主也是个小仙男,1
说不过就扣帽子的dinner是这样的,1
笑死了 刚刚的礼数呢？,1
碰到xxn了，快跑吧楼主,1
我实在是看不懂这些弱智操作，这女的哪里好了，一次又一次的提钱，每一次都能屈服的给钱......,1
他应该就此暴毙，但是并没有,1
理智救不了国男,1
别逗了，你自己先看看你啥样，要分了来吧说人家？你这种人找谁都一样，瞎舔,1
？你点的素菜，嫌它没有荤？,1
关于相处两年，才知道对象是XXS这件事。,1
手臂上是花B，少部分人纹来好看，大部分纹来装逼，这类人嗝屁了认si方便些,1
实话、很多为黑而黑的，不过浓妆的样子挺唐的,1
太君您吉祥，给您磕一个,1
虽然我歧视这种纹身的人，但是这明显是吃饭的视频，关注点不应该在他上面，要骂也应该是在其他擦边或者以此为炫耀的视频里骂。我只能说第一个发这句话的多半是哗众取宠的小丑，剩下的都是跟风的傻卵。,1
8U们客观评价一下，如果没有那些低能玩家，原神是否称得上是佳作,1
靠恁娘，恁是真的骚啊小宝贝,1
自家的店不会关路由器废物,1
奶奶的 你小子油盐不进是吧,1
这人差评给的理由就是口味不好，到你这成恶意差评了是吧孙吧主打的就是三棺这我知道，但孙吧不是dinner吧，你这种dinner哪来的回哪去,1
吐槽男方河童的多半也不是什么美女了,1
至于大家在那唠会嗑都得捧着一本书吗？有点太假了，你要说你自己空闲休息时间弹钢琴看书还可以夸一夸，这踏马真的装，属实越缺什么越想证明什么,1
搞笑,1
这种男的怎么可能会动真情到处钓鱼的脑瘫像八辈子没见过女的一样,1
逆天这如果不是xxnyy出来的确实离谱，有点犯恶心,1
你是没长脑子还是没长眼睛，我说的是这舞也不是什么伟大的事就普通娱乐，让小丑跳就跳了，官方没必要这么大动静,1
先给我磕吧,1
xn你也别删评奥，看明天是打男拳的人多还是觉得你魔怔的人多,1
老仙女小仙女双修啊,1
本来吧里干的都是好事，发XXN逆天的言论，也是警惕大伙小心这种♀拳表,1
毕竟我们xnn纹身是为了标志我们是自由女性捏,1
挂我是吧？今晚丕严最好朝着墙,1
牢霍，再去一次萝莉岛吧,1
晒批是吧,1
口臭老哥见过不少，这么变态的说实话还从来没见过,1
幼师是这样的,1
丑表子恶心,1
看的我心里发毛，是只有中专妹大部份这样还是女的就有不少……,1
是我是我就憋着，再操几个月再分,1
谁有它身份证照 私发看看 看看这b长什么样,1
像这种我都不敢看，怕手机得性病,1
你是不是不行?打半天都打不出来,1
2鼠鼠还是有点气所以直接骂她看看这b娘们怎么圆,1
又开始在这造人设了，这是否有点太装了？都让你尬完了！,1
一开始吧，这byd对我那姐们儿还挺好的，又带着她吃带着她买带着她办卡，几乎一切都帮她打点好了。在我这个旁观者的视角看来，如若我这姐们儿不是她流落在外的女儿，想必是不会对她这么好的。,1
女房东的车很大，我们仨人共计六个大箱愣是塞了进去，此时的我还不知道，这byd东百老娘们儿比这车还能装。,1
两个都不满12岁？那现儿童版本是不是已经超过xxn版本了？如果用儿童版本对抗xxn版本会怎么样？,1
缺德事干多了，,1
卧槽，羡慕你的才华，我看到他属地云南只想到让他贩毒,1
互联网已经够臭了，让外面的屎进来就好比你往马桶上倒旱厕的屎，冲不下去还臭的一批,1
屎中屎  不知道这游戏是在玩什么 每天看着电子烧鸡意淫就是原的最大乐趣了,1
逆天，快说你是玩原神的,1
师夷长技以制夷，XXN，这盛世如你所愿,1
学历封顶是初中，不能再多了,1
两人建议合葬，以安人心。为去二祸患。,1
这啥比真是个纯爆典机器,1
看见帖子就知道是雷姆琳了，如果你在孙吧看见冬泳怪鸽，100%是这b在带节奏,1
被他前女友恶心到了#逆天#,1
抑郁还不赶紧分，那天把你啥了,1
是的，不断妥协的懦夫，你到底踏马在纠结什么东西,1
她姐知道运气好，为丈夫骄傲。比现在吸你血还嫌少的xxn好多了,1
这不让她认清现实？xxn天天沉浸在自己的yy里，哪怕是亲人也别手软啊,1
只能说你的思想配得上你经受的苦难。没点童年阴影，说不出这话。,1
你就是个飞舞，承认吧，飞舞中的飞舞，,1
老东西，孙哥肯定会保佑你不去打复活赛的,1
第一张还能算个人，后面两张就是纯纯的贵物,1
犹太人只能说活该,1
韩红一屁股坐下来你三天都不饿，当场喂饱你,1
虎式坦克发话：“你不尊重我”,1
逆蝶老了没工作能力了，那赶紧把逆蝶送去火化吧,1
小仙女竟在我身边。平时一直给我推荐这个吧。我也时不时看一下。,1
关我批示，我只想看血流成河,1
都是我的飞机杯,1
私募中医粉别恶心人了,1
改都不改是吧，学术不端,1
都是这些东亚病龟舔出来的,1
笑了，还有这种fw存在,1
不然这样吧，既然你也不知道怎么办，我给你两个选择，1.让你爸滚，2.让她滚,1
关我屁事,1
nmd****,1
虽然孙吧是厕所 但也没有把别人家的屎放到自己家马桶里冲的吧。下次自己消化,1
输入错误~~~~~锤砸~~~~~~~ATM质量太好，砸不动~~~~~~~~~~~~~XXN崩溃中,1
绝经老登也有春天,1
《弱势群体》,1
桌角吃进脑子里了?,1
至少下面是真的，不是泰国做的,1
在她变成科莫多龙之前我不会说一句话,1
快进到在p站看到，真出国留学大多数女生都很容易在上面找到的,1
二级给我磕一个,1
直接骂他，不服和他直接打,1
这么害怕，怎么么不滚到喜马拉雅山顶住去,1
，但没事儿就挂孙吧的楼主没鸡鸡捏,1
哎你这属实有点畜生了,1
你才是下头男。我要日逼就去嫖,1
