TEXT,label
跟我家一样，妈妈这边好，爸爸那边全是势力眼，好了就天天串门又是买东西又是来给你做饭吃饭，关系好得不得了，一旦出了什么事了，全润了,1.0
肯定逗骗子玩了。都玩孙吧了还能被骗那就可以gun出去了,1.0
怎么没有慈小鬼,1.0
你爹老了没工作能力了，那赶紧把你爹送去火化吧,1.0
好暴躁的楼主，杀一个先,1.0
以前都是刷到低能的就拉黑，后来黑名单满了不让拉黑，不感兴趣好像没啥用，还是会给你推你不想看的恶心你，尤其是头部主播带货的，拉黑都能刷到,1.0
龟男必死 飞舞重开吧,1.0
桌角吃进脑子里了?,1.0
高一就玩上了孙吧，保送带专是吧,1.0
现身说法了属于是,1.0
这种帖子就无视好了让小屁孩自娱自乐吧,1.0
薄杀这舔狗玩意,1.0
评价你妈，共用设施拿来洗裤衩的不怕自己鸡儿长蘑菇，别人都怕沾上,1.0
想起了以前吃过的一家，菜就估计塑料杯那么多，还难吃得一批，什么味都没有，给个差评还逼逼赖赖，结果一个月店就关掉了，这种东西，你跟他说走着瞧就行了，开不下去亏的是他,1.0
具体谁忘了，是对那些只敢搬粑粑来贴吧不敢当面在别人视频下评论的废物吧友，他们攻击力和他们牛子一样阳萎,1.0
你纹不纹身那是你的事，我尊不尊重你，理不理解你，那是我的事,1.0
从小没碟的畜生说话是这样的,1.0
**一个，喝了几瓶尿不知道自己是谁了,1.0
你最好别被我找到,1.0
把我想的那么复杂，说明你也好不到哪里去,1.0
什么旧朝遗老,1.0
男的是这样的,1.0
老东西怎么还不睡觉,1.0
说真的 我挺羡慕你的皮肤的 你说你怎么能把它保养得 那么厚呢,1.0
贴吧，但是感觉挺像小丑的我就又删了,1.0
她/他都已经去相亲了还能是什么好鸟啊,1.0
真废物不会爆中专仔的金币吗,1.0
逆天xxn 一个店名给它看生理不适了,1.0
怎么？你不服气？,1.0
就你那逼样，也配有人害你？,1.0
孙吧也只能看这些了，一群单身汪，渴女又厌女，只能口嗨了,1.0
呵呵，真以为你好好说话这女的就不生气了？这不是就是故意给你摆脸子？再说出去玩谁能那么及时的回复消息？,1.0
看见你就好像看见市场上快下市的小青菜，5毛钱一大把。,1.0
有意见憋着，不然牛牛给你嗦烂,1.0
这个真逆天到家了，男的一边给它弹吉他一边还要被它敲，地下还有一帮脑瘫xxn拍手叫好,1.0
败笔？神来之笔，移动端还是晚于pc端开服的，就移动端开服时那屎一样的优化，只有最贵那一档的手机能有稍好一点的体验，次一点的手机画面一坨根本带不动，要是没有pc和ps端，直接被喷炸，玩的人肯定也少很多,1.0
她是畜生，你也有点废物,1.0
你不变小丑我看什么,1.0
实话、很多为黑而黑的，不过浓妆的样子挺唐的,1.0
四川把耳朵阿？那就忍着喽,1.0
捕捉！抓到了，给我超一下,1.0
什么小丑,1.0
九个压路机坏了一个 八个压路,1.0
楼主没用的东西不知道攻击回去,1.0
我只能说你女朋友段位起码比你高两个，你拿捏不了她的只是榨取你价值罢了，物质价值情绪价值，等你没价值or她找到新的你会直接被ktv。,1.0
扔的是楼主的内裤吗，这么急？,1.0
都死，得了吧,1.0
不要冲我吼，小时候我被狗吓过。,1.0
相死自己寻死，别祸害别人就行,1.0
典型的好为人师 换男的直接骂了 一点边界感都没,1.0
你个溅B，破鞋，你溅得嘴里长痔疮，你爹我已经把你B草烂了，你怎么还在大街上卖B，,1.0
某些人您真是登峰造极的不要脸,1.0
蓝牌润了，黄牌老东西快上去顶着第二波第三波,1.0
这种男的怎么可能会动真情到处钓鱼的脑瘫像八辈子没见过女的一样,1.0
还真是，江西经典钱少事多消费高，小领导大架子，处处形式主义,1.0
你怎么不把你寄掰转给它？,1.0
额，项圈楼主不是带上的吗？,1.0
透的洋啤越多不就越显得洋啤廉价么,1.0
我命令你骂他,1.0
心疼啥，已经违规纵容。都已经骑脸上拉屎还是以对面是to而给予超柜待遇,1.0
叛逆……一旦被他们那个zzzq影响，吵吵着变性，搞同……那不是叛逆，而是啥必了,1.0
这是抠出幻觉了？不先看看自己什么β样，值得人浪费时间搁那看？,1.0
这个跟拳师一样的成分，直接骂就完了。,1.0
低龄？滴能！,1.0
老东西我操死你,1.0
还安慰呢，我要是他老爹给他两巴掌直接让他滚出家门了,1.0
有些人天生就是坏种,1.0
嘴巴跟阴道都只会喷，只有让它喷出来才会爽,1.0
不到173的挫逼也想装高冷,1.0
在和大伙们分享一下女朋友逆天的事,1.0
《弱势群体》,1.0
艾疣，梅逝的,1.0
你是什么品种，怎么这么凶。,1.0
说真的，我好羡慕你的皮肤哇，你是怎么保养得这么厚的,1.0
祝长命百岁，孤独终老。,1.0
一群串子串子太多就nt了,1.0
那你提你nn的♀大学生呢？还辅助，不就是想迅速找两个异性高手给她解决问题？人家题主自己都没觉得有问题，你们这帮弱智开始脑补了,1.0
我不是看不起你，而是压根懒得理你。,1.0
无差别攻击就是破防了？你这点脑子也就这样了首先你先看看吧名，其次大多攻击的是楼主和商家麻烦你睁开你的其它眼看清楚,1.0
小丑再来句急是吧？跟你这种脑子也没什么好说的了,1.0
你怎么这么舔啊,1.0
一日三餐都在吃shit的低能小学生,1.0
又撅醒了是吧😇,1.0
她的俗是骨子里的，开水烫都烫不掉。,1.0
你不会觉得这人真能上高中吧？,1.0
百度搜不到你，搜狗一定可以,1.0
我劝你还是在家好好地呆着，街上是不允许宠物乱跑的。,1.0
背后诋毁我的人，我想告诉你，我不是你爹娘，没那么多故事让你惦记。,1.0
朋友有解药吗？我看你嘴巴挺毒的,1.0
等我有钱了，我就带你去最好的神经病院！,1.0
看到你跑步的姿势，我顿悟，猪原来是这样跑的。,1.0
人老也就罢了，何苦成精？,1.0
我宣布，孙吧11级一下全是我的性奴,1.0
这种女的就应该直接死了，你还心疼个什么鸡巴，我恨不得所有这种女的出门直接撞大运,1.0
你走在街上我不会歧视你，你跳我脸上拉屎我可就不客气了,1.0
你脑袋空不要紧，关键是不要进水,1.0
一起欣赏弱智,1.0
xxn什么意思？,1.0
“您脑子里的水是为了浇灌您心里的碧树嘛？”,1.0
有义务上战场，大家都是普通人，就你高贵上了是吧,1.0
确实，总有一帮人脑仁跟花生米大小容易被带节奏，放开不放开只是被内还是外带节奏的区别,1.0
搞快点，能不能让她滚啊？,1.0
跟你观点不一致就是罕见了是吧？那你是什么？黄色俄罗斯吗？,1.0
让狼、野猪昆，也不让**昆是吧,1.0
纹给自己看的，如何？而且我纹身我就没有被尊重被理解的权利了吗？,1.0
不上去干他你怎么好意思发贴,1.0
见证也就打打嘴炮，在家把键盘敲碎了有个屁用,1.0
你好歹还知道难受自责，有些逼养的完全事不关己,1.0
看见没 楼主 玩原会这样,1.0
雌国是这样的,1.0
大脑被牛子控制了,1.0
有对象就还是算了吧，多少有点膈应,1.0
里面的真冲不动在手游里都算垃圾水平,1.0
当父母的恨不得刀了那俩傻逼,1.0
就喜欢看她气急败坏的样子她越气我就越开心怎么办,1.0
没有土木卖淫的都得失业,1.0
怎么没有气死你,1.0
输入错误~~~~~锤砸~~~~~~~ATM质量太好，砸不动~~~~~~~~~~~~~XXN崩溃中,1.0
谁跟你讲的？古代的官吗？,1.0
爱个球，爱的是钱,1.0
不要妄加评论我，你看到的，只是我选择让你看到的。,1.0
你问她你没爹？,1.0
笑死了，这b把视频给删了评论不开互关，给人骂惨了,1.0
妈的，xxn不管在哪里都这个泌阳,1.0
最逆天的一个,1.0
如何评价小红书逆天xxn,1.0
看见路上有条狗在吃屎你就也得上去吃才不算双标？女的这么干纯脑瘫男的也一样为啥不能骂？圭南的话另算,1.0
外网rz看久了容易高血压,1.0
口臭老哥见过不少，这么变态的说实话还从来没见过,1.0
当然，我这是为从人类繁衍的角度想，现实中谁会看这种dinner,1.0
有些男的就是有指导癖，不过吧，指导其他男的容易挨打挨骂，只能去指导一些他心目中啥也不懂的女的。比如图里这位就是典型的男厌女嫌身上有味的懂哥,1.0
别逗了，你自己先看看你啥样，要分了来吧说人家？你这种人找谁都一样，瞎舔,1.0
吃饭都能被噎死，你绝食吧,1.0
有一天，没那么年轻了，爱着的依然是你，但是，我总是跟自己说:我也可以过自己的日子。,1.0
要是真的最后一个女人，讲道理应该是会被不停提取卵子然后当卵子供给站吧……让她一个个生孩子太低效了。,1.0
楼主是铸币吗？,1.0
没有公主的命，犯了公主得病，防卫措施做得再好，苍蝇不叮无缝蛋，最直接的办法，对方快得手的时候，就地拉屎，最好大小便一起那种，然后往xxn你自己身上涂，就是个重口变态佬，估计都得考虑一下,1.0
有人穿lo就擦边了，你这么容易高潮,1.0
线上都叫孙哥 线下不得叫爹,1.0
讨口子说得清新脱俗,1.0
你真是究极大天狗啊玛德,1.0
下头男，回复一条评论就开始颅内gc了,1.0
把你眼屎擦了，看清楚再说话行不？,1.0
不要用你的无知来评价我存在的价 值。,1.0
真是纱布擦屁股，给我漏了一手啊,1.0
你用的什么牌的垃圾袋，这么能装,1.0
讲真的，你这逼痒是真的坏啊居然干过这么多坏事,1.0
有空一起去吃鱼吧，看你挺会挑刺的,1.0
小鬼没这耐心,1.0
没脑子的人什么都不会，只会装逼。,1.0
这位妹妹可有上过学，现吃什么药,1.0
你打扮成这样，是对这个世界不满吗？,1.0
以为谁都跟你一样被小头控制大头呢,1.0
别人的人生都是草莓味的，而你的是香蕉加冬枣味的。,1.0
魔批是这样的,1.0
幸好你伪装得好，不然我真的以为你就个狗呢。,1.0
女司机，xxn，丰田车主，buff拉满啊。这算是贵人吗？,1.0
关我批示，我只想看血流成河,1.0
能透就行了 别要求太多,1.0
跪族篮孩,1.0
不是，都几点了，冲昏了？,1.0
屁股都烂了还上厕所这么慢,1.0
祝您下半生在医院享尽清福。,1.0
他自己这样评价自己？这种话谁说出来都不好使 纯纯给自己脸上贴金,1.0
半座黑洞都无法裹挟那一股冲天的滂臭两瓣腐肉依然幻想包装一颗粉嫩欢乐豆,1.0
要发就正常发，要么不发，你这不纯恶心人吗,1.0
反了？开了一大堆女性后公司照常运营，说明了什么？少在这岁月史书,1.0
单从这句和上面那句来说，说话是真直，毫不掩饰把你当傻逼,1.0
别刷糖妞好吧，天天给她上热度，你是她甜心爸爸是吧,1.0
说白了，吧里一群脑瘫人丑没人要，想玩又不敢，人怂又怕死，活该,1.0
你心疼她，哈哈哈。你心疼她，我们男人的好日子就来了，嘻嘻。,1.0
上了大学还看唐狗没救了,1.0
不会网上搜？,1.0
gkd，直接小丑吧,1.0
不是她让你出来玩的？她牺牲什么了？我个女的都没法理解她 我服了,1.0
以后你儿孙满堂，全靠兄弟帮忙。,1.0
真恶心啊这玩意,1.0
拿你当人的时候，你尽量装得像一点,1.0
虽然你身上喷了那种高档的香水味，但我还能隐约闻到一股子渣渣的味道！,1.0
像你这样的人，在电视剧里最多只能活两集。,1.0
给你丑完了,1.0
天考，不是你考，就是我考，考他 娘的什么东西。,1.0
妹妹带的是什么表呀？太好看了，好表啊！,1.0
张嘴，有急事,1.0
缘分是本书，翻得不经意会错过，读得太认真会流泪。,1.0
我不想知道你有病，别表现的这么明显好吗？,1.0
少在我面前装腼腆，一看你就是不要脸,1.0
袁世凯慈禧这种鬼屋干了这么多畜生事本来就是应该骂烂的，拿它们跳科目三我都觉得丑化科目三了，你美化这种东西才是真的有问题,1.0
重开得了 但别死在孙吧这里,1.0
人类进化的时候你躲起来了吧,1.0
分你妈酬宾，这么好的女孩不自己留着？,1.0
丢人 出去说你是玩小红薯的,1.0
祝你长命百岁，百病缠身。,1.0
这是精神病吗没看出来和女q有什么关系,1.0
你真是生孩子嗑瓜子，b嘴没闲着,1.0
你要是混的不好，尼🐎都嫌弃你,1.0
你绕开就绕开，谁拦着你了？但你不但不绕开还过来嘲讽歧视，自己不觉得自己恶心吗？,1.0
我只想骂人，但不想骂你,1.0
你年轻么？不要紧，过两年就老了。,1.0
你真的很好看，个子也很高，傻笑起来很阳光，逼我写下这首藏头诗。,1.0
你妈为了阻止你谈恋爱竟然给了你这张脸。,1.0
你很会下厨吧，看你挺会添油加醋的,1.0
谁破防连发三条长篇大论我不说，毕竟我不像你母的楚钕磨，三岁就给人捅破了,1.0
吾日三省吾身。吾是不是太客气了? 吾是不是给他脸了? 吾是不是该动个手了?,1.0
不是 就这样的性格你还这么喜欢,1.0
你去当演员吧，我看你挺会演的,1.0
那个女格斗家忘了叫啥不是说过吗，即使是她也没有把握打倒一个强壮的成年男性，当然这视频基本就是剧本，结果下面的女的还真觉得自己有多nb了捏,1.0
让你新注册个账号来诋毁是吧,1.0
一日三餐都在吃shit的低能xxs,1.0
你怎么这么窝囊，这个年纪就结婚还付出这么大一笔财产，还不如约定彩礼留着，回国就迎娶,1.0
想给你妈送朵花但我没花你也没妈,1.0
一群串子串子太多就脑瘫了,1.0
这么不要脸，这么没心没肺，你的体重应该会很轻吧？,1.0
听说你被拐卖，真的把我吓坏，你虽从小痴呆，却对社会无害，谁人如此大胆，竟拿你去卖，我真替他担心，卖得掉才怪！,1.0
2 B 不只是铅笔，还有你,1.0
如果你能主动让科学家研究，这样对世界了解外星生物的事业作出了很大的贡献！,1.0
牺牲腻吗呢，没事做去田里挑大粪不行吗,1.0
老夫掐指一算，你五行缺德，命里犯贱。,1.0
姑娘端庄静雅，闲花淡淡香。,1.0
你是哪个村的猪这么膨胀？,1.0
敬业程度吊打三上，而且很多中畜生系列，虽然不是真的,1.0
能咋想，服务员还能杀了你不成,1.0
以前网上看见情侣，清一色的说的都是祝福，自从有女圈后，不说女的脑瘫出来很多，男的也有，只能说，互联网普及率慢慢高了,1.0
一眼假，真蕾丝不可能喜欢男的,1.0
你别跟我谈人生，你都不是人生的。,1.0
这想逼想疯了吧,1.0
你是独一无二的，至少全人类不希望有第二个,1.0
你问她是不是没die,1.0
这货纯沙口，在贴吧被骂，在小红书也被骂,1.0
收钱是纯纯的nc,1.0
，但没事儿就挂孙吧的楼主没鸡鸡捏,1.0
逆天老登，要是在千里香馄饨不得被老板当场打死,1.0
好暴躁的楼主，沙一个先,1.0
化淡妆其实还可以。浓妆真的恶心,1.0
幼师是这样的,1.0
今天敢买卖小猫，明天就敢贩卖人口,1.0
我去给你催逆天邪神好吗，楼主别四,1.0
难蚌，畜生开个箱子都感觉痛彻心扉,1.0
妈的，等着更新咋被和谐了,1.0
该死！拉出去枪毙没有误杀,1.0
糖妞有些话明显是鼓动xxn挑起对立的，这不骂她骂谁,1.0
你的智商跟南极的温度一样，春风十里都不如你能吹。,1.0
真羡慕你的皮肤，保养的真厚,1.0
卧槽，羡慕你的才华，我看到他属地云南只想到让他贩毒,1.0
破了你马呢，自以为很幽默,1.0
知道他卖软件为什么只私聊吧？因为这软件他妈是免费的，它只是想多骗几个萌新小白18块钱罢了还拿皇图做晃子，恶心，恶心呐,1.0
这女的以前得多自卑，现在能拽成这样,1.0
服从性测试罢了，你比她态度更强硬就行，不然就会越来越舔，你一开始不把姿态放高，女的就会一直拿捏你,1.0
下面没了是吧,1.0
可能第一天会有新鲜感，但是玩几天只会觉得越玩越浓谢一坨,1.0
这哥们喝大了，没包两个蟑螂回去就不错了,1.0
你这成分确实挺复杂的,1.0
这唐畜生是要把各大平台都起诉一遍吗？,1.0
虽然我歧视这种纹身的人，但是这明显是吃饭的视频，关注点不应该在他上面，要骂也应该是在其他擦边或者以此为炫耀的视频里骂。我只能说第一个发这句话的多半是哗众取宠的小丑，剩下的都是跟风的傻卵。,1.0
这老灯就欠教育,1.0
纯楚甚白眼狼，她似了就没事了,1.0
确实，战场上还指望她们当沙袋呢不如桃花仙二代的东西,1.0
女人也就这点作用了，不然她们没市场,1.0
纯孬弹,1.0
公共场所抽烟的都死妈,1.0
要是不是p的其实还行，可惜不可能,1.0
哈哈哈，怪不得这么穷呢，活该,1.0
就是学校拿学生当畜生看，只要有升学率，学生就是毕业后都猝死了也无所谓,1.0
本来吧里干的都是好事，发XXN逆天的言论，也是警惕大伙小心这种女拳表,1.0
这种渣男不分你留着当传家宝吗,1.0
我刚跑路，妈的，逆天是真的多,1.0
世界上只有人和畜生，畜生还有什么性别可言？,1.0
就现在女性的消费观，没有灰产没有舔狗，有多少能养活自己的,1.0
关于相处两年，才知道对象是XXS这件事。,1.0
我们要看乐子,1.0
纹身的要么黑恶势力，要么脑子不好使。纹你说的这些的占了后面这条,1.0
日不到，你是会死吗，让他滚,1.0
真是fw啊，一点尊严都没有，她劈里有大嘛你这么沉迷?,1.0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈小丑👈,1.0
确实，有时候主线任务真的很无语，太低龄了,1.0
能不能把话说清楚了，说的什么勾吧,1.0
这是精神病吗没看出来和女拳有什么关系,1.0
倒也不全是，毕竟能透洋啤，也还是不错滴,1.0
楼主一眼订正，鉴定为龟男,1.0
不值你买鸡毛呢？多少沾点,1.0
薄纱这舔狗玩意,1.0
没人要的都说自己是纯爱,1.0
确实没点进来还可以，点进帖子就感觉奇丑无比，这是为什么捏,1.0
没米线的老东西,1.0
能不能把话说清楚了，说的什么够吧,1.0
这老登确实欠,1.0
TM的吧友，搞这么抽象干什么,1.0
烤肉不能明天吃？给她两巴掌,1.0
你不如v我二十，我还能买个肛塞给你爽爽,1.0
你跟莎士比亚有一半像，哪里像?莎 比,1.0
你能把她气到icu,1.0
哈人，一个剃须刀给了就给了这不赶紧分了你还抢集贸,1.0
你和我们说有什么用？我是你早就扇自己几耳光了,1.0
我遇到过一样的，我透完直接跑路了,1.0
太没关系了 见到真人估计塞蛋了 还在网上装纯情少男呢,1.0
关你屁事，自由恋爱你管得着？,1.0
关注邓伦你也就这样了,1.0
笑死，脑子萎缩的芬宏看人家幸福美满眼红了？,1.0
低能出去用一张纸巾擦嘴都是在擦屁股,1.0
我点的是荤菜，人家送的全是素菜，懂不懂？我操，什么智商？,1.0
先同意 透了再说,1.0
那也比喜欢楼上这女人好一百倍，你们是真不挑,1.0
读了几年书啊就学了这么一个词,1.0
你别魔怔了哥,1.0
不懂就别装必了，楼主这条件距离原远点还能慢慢培养感情，距离近直接就跑了,1.0
怎么不让她滚去睡沙发,1.0
我说了xxn男的都逆天不知道你们急什么就事论事确实不卫生有问题吗,1.0
女鼠鼠？脑婆脑婆我给你下跪了，求求你把v给我吧，我见第一眼就爱上了你，你是我人生中的灯塔，照射我前行的道路，一天看不见你我就感觉难过，整天昏天黑地的生活着，你就是我的明天，没有你我的世界是不会开花的,1.0
天天搬垃圾视频,1.0
你老婆是不是没爹,1.0
狗孝子死了，恨狗的也要死了，皆大欢喜,1.0
有些看似白纸，其实是已经擦过屁股的纸,1.0
透的洋批越多不就越显得洋批廉价么,1.0
老东西先顶着，绿牌蓝牌先润,1.0
老东西表情包一套一套的,1.0
当当当！正是如图所示的SD是也！作为一个ai小白，楼主都知道介玩意儿是开源免费的捏，他竟然敢收18块！他是想钱想疯了还是当楼主是傻子呀,1.0
崩不住了，什么时候杀人都要攀比了，xxn那脑仁真的连幻想都幻想不出什么好内容,1.0
丑表子恶心,1.0
它就是恶心你，不想让你变的比它好，你要是上岸的它丑恶嘴脸会更加显露,1.0
谈毛线啊。相亲认识的，我结婚总共就请了一星期假。基本就是从认识到过门就3天时间。,1.0
可当我点开头像的那一刻我才发现，byd自己看图吧,1.0
犹太狗必须死,1.0
线上叫孙哥，线下不得磕一个,1.0
有意见鳖着，不然妞妞给你嗦烂,1.0
恶心玩意,1.0
给您磕了,1.0
越来越抽象了，不过也正常，有那么多忠孝两全的猴子猴孙天天尬捧尬吹，膨胀了也不是很难理解,1.0
偷外卖的都是什么贱种,1.0
要是以后你对象不天天八抬大轿供着你出门 碗筷都是日本人洗过七遍的 家门口都有个英国伦敦口音的管家看门 我都看不起你 大傻缺,1.0
你塔姆今天别想上桌了滚倒阳台去吃,1.0
怪就对了，小日子这个名族干出什么事都不奇怪，时刻都要提防着,1.0
缺爱的都这样,1.0
你以为雇水军不要钱啊？超级贵的。你们就是给它赚钱,1.0
今天才学会上网吗，这么直接的反串都看不出,1.0
别的就算了，一块钱的事你搁这来这一出你赶紧死了得了,1.0
除了楼主是秒男以外没有任何解释了,1.0
腿真行，脸不行,1.0
成年了还天天听家里的飞舞,1.0
挂我是吧？今晚屁眼最好朝着墙,1.0
京✌果然够牛,1.0
我看你这不是吐真言，完全就是被说急了无脑喷奋,1.0
似了母的这男的，真即把下头，上来直接怼着问感情史智商低情商也低，不会聊天建议重开，就这闹颤水平还搁网络上找对象,1.0
前面？稻妻开始原神主线剧情就开始爆炸式崩溃了。稻妻剧情观感一坨，紧赶慢赶节奏很烂，须弥有个散就是最大的败笔，说夸张点一个散干掉了整个须弥主线，枫丹更是恶心，赛博坐牢，凡高大者我无不蔑视太高大者我不敢蔑视等等，比起使还是老套剧情要显得正常些,1.0
他能来厕所吃屎，甚至给大家品屎了，你还能怎么办？,1.0
关我屁事,1.0
牛逼，这女的是什么魅魔给你迷得神魂颠倒,1.0
哈人，一个剃须刀给了就给了这不赶紧分了你还抢鸡毛,1.0
那她妈应该是pdd打包买的,1.0
